26052.0	1.441871	0.805124	didntLike
75136.0	13.147394	0.428964	didntLike
38344.0	1.669788	0.134296	didntLike
72993.0	10.14174	1.032955	didntLike
67497.0	8.631577	0.749278	didntLike
50242.0	3.723498	0.831917	didntLike
63275.0	8.385879	1.669485	didntLike
51052.0	4.680098	0.625224	didntLike
77372.0	15.29957	0.331351	didntLike
43673.0	1.889461	0.191283	didntLike
61364.0	7.516754	1.269164	didntLike
69673.0	14.239195	0.261333	didntLike
37708.0	2.991551	0.83392	didntLike
41611.0	0.230453	1.151996	didntLike
43605.0	0.12046	1.352013	didntLike
63796.0	5.856649	0.160006	didntLike
70808.0	9.778763	1.084103	didntLike
72011.0	4.932976	0.632026	didntLike
44952.0	3.424649	1.004504	didntLike
36429.0	3.570968	0.832254	didntLike
39623.0	1.771228	0.207612	didntLike
32404.0	3.513921	0.991854	didntLike
27268.0	4.398172	0.975024	didntLike
68613.0	13.79897	0.724375	didntLike
68837.0	10.585786	0.329557	didntLike
48849.0	3.679497	0.961466	didntLike
65230.0	9.97247	0.881876	didntLike
42377.0	6.319522	1.058602	didntLike
77450.0	14.856391	1.129823	didntLike
58732.0	2.454285	0.22238	didntLike
64890.0	8.579001	0.683048	didntLike
42050.0	4.83854	1.680892	didntLike
64895.0	6.573742	1.151433	didntLike
70406.0	11.196378	0.836326	didntLike
57399.0	4.229595	0.128253	didntLike
75270.0	17.101108	0.490712	didntLike
73520.0	8.262131	1.361646	didntLike
22329.0	2.262014	1.022169	didntLike
46570.0	5.67711	0.709469	didntLike
33654.0	6.590043	1.353117	didntLike
77064.0	12.601108	0.974527	didntLike
44373.0	4.391522	0.8071	didntLike
63771.0	7.879742	0.154263	didntLike
69076.0	9.140172	0.8513	didntLike
24489.0	4.258644	0.206892	didntLike
32311.0	2.261978	1.605603	didntLike
68607.0	9.661909	0.350772	didntLike
24619.0	1.31834	1.436243	didntLike
54483.0	6.317292	0.018209	didntLike
33926.0	2.906644	0.581657	didntLike
43865.0	2.388241	0.913938	didntLike
56054.0	3.574967	0.494666	didntLike
55164.0	4.50874	1.036192	didntLike
57087.0	0.573287	0.607915	didntLike
63082.0	9.183738	0.01228	didntLike
68680.0	7.949017	0.271865	didntLike
74391.0	9.569087	0.364856	didntLike
42814.0	0.0	1.515293	didntLike
58736.0	4.589016	1.6726	didntLike
54744.0	8.397217	1.534103	didntLike
29482.0	5.562772	1.689388	didntLike
39514.0	0.0	0.481918	didntLike
24368.0	6.127867	1.102179	didntLike
38063.0	2.563092	1.464013	didntLike
23410.0	5.954216	0.953782	didntLike
52914.0	3.976796	1.043109	didntLike
23817.0	2.449378	1.32256	didntLike
28521.0	2.94307	1.446816	didntLike
40345.0	2.47642	0.096075	didntLike
43547.0	1.826637	0.811457	didntLike
70758.0	4.324451	0.328235	didntLike
44484.0	5.342462	0.394527	didntLike
40699.0	3.200912	0.309679	didntLike
70908.0	8.862691	0.530506	didntLike
73989.0	6.370551	0.36935	didntLike
70036.0	13.36403	0.549972	didntLike
63249.0	10.464252	1.669767	didntLike
67902.0	13.649402	1.052618	didntLike
27545.0	3.877472	0.4016	didntLike
58656.0	1.413952	0.45138	didntLike
64555.0	8.779183	0.845947	didntLike
76319.0	15.04044	1.366898	didntLike
67417.0	3.254877	0.669546	didntLike
79341.0	10.702532	0.204792	didntLike
28544.0	1.892354	0.837028	didntLike
57663.0	1.019966	0.37232	didntLike
78727.0	15.546043	0.729742	didntLike
68255.0	11.638205	0.409125	didntLike
65899.0	8.70006	0.101807	didntLike
46556.0	2.448235	1.176829	didntLike
71038.0	13.230078	0.616147	didntLike
47657.0	0.236133	0.34084	didntLike
26535.0	3.924594	1.14312	didntLike
47707.0	2.524806	1.292848	didntLike
38055.0	3.527474	1.449158	didntLike
56823.0	3.529892	1.375844	didntLike
68086.0	11.442677	0.696919	didntLike
70242.0	10.308145	0.422722	didntLike
67671.0	7.156949	1.691682	didntLike
61238.0	0.720675	0.847574	didntLike
53376.0	3.399331	0.077501	didntLike
30930.0	6.157239	0.580133	didntLike
28987.0	1.239698	0.719989	didntLike
55536.0	3.052505	1.335804	didntLike
22812.0	2.719723	1.142148	didntLike
77826.0	11.154055	1.608486	didntLike
38172.0	2.687918	0.660836	didntLike
74038.0	12.404762	1.11208	didntLike
36642.0	3.14931	0.639669	didntLike
60350.0	6.068668	0.881241	didntLike
36109.0	3.369267	1.575043	didntLike
39567.0	5.376564	0.557476	didntLike
73590.0	10.691748	0.007509	didntLike
35187.0	1.659242	0.447066	didntLike
67705.0	6.03862	1.509646	didntLike
71308.0	8.98682	1.225165	didntLike
40328.0	0.0	0.816676	didntLike
64306.0	7.013795	0.139909	didntLike
33170.0	1.23054	1.331674	didntLike
66491.0	9.699991	0.122011	didntLike
48812.0	3.020977	1.502803	didntLike
35394.0	1.157764	1.603217	didntLike
71791.0	10.105396	0.121067	didntLike
54495.0	1.523057	0.620528	didntLike
52603.0	3.574737	0.075163	didntLike
72000.0	9.032486	1.461809	didntLike
68497.0	5.958993	0.023012	didntLike
35135.0	2.4353	1.211744	didntLike
91273.0	20.919349	0.644571	didntLike
24743.0	1.424726	0.838447	didntLike
58394.0	5.548377	0.402238	didntLike
33962.0	6.057227	0.432666	didntLike
69241.0	10.151738	0.896433	didntLike
37776.0	2.425781	1.559467	didntLike
68997.0	9.778962	1.195498	didntLike
67416.0	12.21995	0.657677	didntLike
59225.0	7.394151	0.954434	didntLike
70527.0	10.75049	0.097415	didntLike
64734.0	10.027968	0.282787	didntLike
55601.0	3.347111	0.914294	didntLike
69982.0	10.945666	0.993219	didntLike
57350.0	2.579801	1.149172	didntLike
57869.0	2.63041	0.098869	didntLike
77623.0	16.055513	0.541052	didntLike
78184.0	7.138659	0.158481	didntLike
69616.0	10.08289	1.373611	didntLike
42349.0	3.720391	0.845974	didntLike
48915.0	3.085853	0.967899	didntLike
59333.0	7.184595	1.261338	didntLike
36198.0	0.0	0.116525	didntLike
47516.0	2.451497	1.358795	didntLike
55807.0	3.213631	0.432044	didntLike
64007.0	8.363897	0.445341	didntLike
59428.0	6.381484	1.365019	didntLike
63546.0	9.904741	0.985862	didntLike
69636.0	5.466703	1.216571	didntLike
64660.0	0.0	0.915898	didntLike
68620.0	10.246623	1.239634	didntLike
81046.0	15.833048	1.568245	didntLike
67736.0	13.516711	1.220153	didntLike
32492.0	0.664284	1.116755	didntLike
77289.0	8.677499	0.344373	didntLike
71890.0	9.414263	0.38403	didntLike
55984.0	2.119439	1.481661	didntLike
72694.0	13.635078	0.858314	didntLike
42299.0	0.083443	0.701669	didntLike
37068.0	2.063741	1.125946	didntLike
41137.0	2.22059	0.690754	didntLike
67759.0	6.424849	0.806641	didntLike
34502.0	3.03272	0.601847	didntLike
58335.0	2.367988	0.435741	didntLike
75039.0	7.686054	1.381455	didntLike
67639.0	11.730991	1.289833	didntLike
66668.0	9.777806	0.496377	didntLike
68732.0	8.833546	0.513876	didntLike
69995.0	4.907899	1.518036	didntLike
82008.0	8.362736	1.285939	didntLike
39432.0	3.563706	0.242019	didntLike
38010.0	1.06587	1.141569	didntLike
69306.0	6.683796	1.456317	didntLike
38000.0	1.712874	0.243945	didntLike
66293.0	11.32791	0.780977	didntLike
22730.0	4.545711	1.233254	didntLike
72308.0	8.326224	0.567347	didntLike
60338.0	8.978339	1.442034	didntLike
56796.0	3.966325	0.85041	didntLike
70204.0	13.663189	0.133251	didntLike
34379.0	4.324031	1.603481	didntLike
44441.0	2.35837	1.273204	didntLike
57070.0	1.587247	1.456982	didntLike
67066.0	7.541444	0.809226	didntLike
79728.0	9.473047	0.692513	didntLike
76879.0	12.405171	0.567201	didntLike
26309.0	2.495011	1.459589	didntLike
39038.0	2.693142	1.317518	didntLike
62911.0	7.193166	1.117456	didntLike
77758.0	6.615512	1.521012	didntLike
79065.0	10.602095	0.573686	didntLike
50011.0	1.229094	1.63869	didntLike
71600.0	14.552711	0.616162	didntLike
54559.0	14.13626	0.362388	didntLike
29764.0	0.093534	1.207194	didntLike
69100.0	10.929021	0.40311	didntLike
73199.0	9.134527	0.586846	didntLike
44461.0	5.071432	1.42142	didntLike
79016.0	7.782169	0.404385	didntLike
